File Path,Category,Header Name,Documentation Status,Primary Purpose,Dependencies,Complexity Level,Verification Status,Notes
include/xieite/math/unjoin_bits.hpp,math,unjoin_bits.hpp,Documented,Reverse of join_bits operation,None,Low,Verified,Additional utility header for bit operations
include/xieite/math/unmash_bits.hpp,math,unmash_bits.hpp,Documented,Reverse of mash_bits operation,None,Low,Verified,Additional utility header for bit operations
include/xieite/math/vec2.hpp,math,vec2.hpp,Documented,2D vector utility class,None,Medium,Verified,Part of search utilities collection
include/xieite/math/ver.hpp,math,ver.hpp,Documented,Version utility functions,None,Low,Verified,Part of search utilities collection
include/xieite/math/wide_uint.hpp,math,wide_uint.hpp,Documented,Wide unsigned integer type,None,High,Verified,Part of search utilities collection
include/xieite/math/wrap.hpp,math,wrap.hpp,Documented,Value wrapping utility,None,Low,Verified,Part of search utilities collection
include/xieite/math/xor_shift.hpp,math,xor_shift.hpp,Documented,XOR shift random generator,None,Medium,Verified,Part of search utilities collection
include/xieite/meta/any.hpp,meta,any.hpp,Documented,Universal aggregate initializer,None,Medium,Complete,Documented in compile_time_utilities.md
include/xieite/meta/arity.hpp,meta,arity.hpp,Documented,Aggregate member count detection,any.hpp,High,Complete,Documented in compile_time_utilities.md
include/xieite/meta/collapse_fwd.hpp,meta,collapse_fwd.hpp,Documented,Collapse forwarding references,None,Low,Complete,Documented in type_manipulation.md
include/xieite/meta/collapse_fwd_as_tuple.hpp,meta,collapse_fwd_as_tuple.hpp,Documented,Collapse to forwarding tuple,None,Low,Complete,Documented in type_manipulation.md
include/xieite/meta/decay_as_tuple.hpp,meta,decay_as_tuple.hpp,Documented,Decay types to tuple,None,Low,Complete,Documented in type_manipulation.md
include/xieite/meta/demangle.hpp,meta,demangle.hpp,Documented,Demangle C++ type names,cxxabi.h,Low,Complete,Documented in compile_time_utilities.md
include/xieite/meta/end.hpp,meta,end.hpp,Documented,End marker type,None,Low,Complete,Documented in type_manipulation.md
include/xieite/meta/enum_size.hpp,meta,enum_size.hpp,Documented,Get enum value count,None,Medium,Complete,Documented in compile_time_utilities.md
include/xieite/meta/fold.hpp,meta,fold.hpp,Documented,Left fold over types,type_id.hpp,High,Complete,Documented in type_manipulation.md
include/xieite/meta/fold_for.hpp,meta,fold_for.hpp,Documented,Fold N times,fold.hpp,Medium,Complete,Documented in type_manipulation.md
include/xieite/meta/fwd_tuple.hpp,meta,fwd_tuple.hpp,Documented,Forward as tuple preserving refs,None,Low,Complete,Documented in type_manipulation.md
include/xieite/meta/make_cxpr.hpp,meta,make_cxpr.hpp,Documented,Force compile-time evaluation,None,Low,Complete,Documented in compile_time_utilities.md
include/xieite/meta/make_seq.hpp,meta,make_seq.hpp,Documented,Generate value sequences,seq.hpp,Medium,Complete,Documented in compile_time_utilities.md
include/xieite/meta/make_tuple.hpp,meta,make_tuple.hpp,Documented,Enhanced tuple creation,None,Low,Complete,Documented in type_manipulation.md
include/xieite/meta/paren.hpp,meta,paren.hpp,Documented,Handle types requiring parentheses,None,Low,Verified,Function/array type helper
include/xieite/meta/reverse_tuple.hpp,meta,reverse_tuple.hpp,Documented,Reverse tuple elements,None,Medium,Complete,Documented in type_manipulation.md
include/xieite/meta/seq.hpp,meta,seq.hpp,Documented,Value sequence container,None,Low,Complete,Documented in compile_time_utilities.md
include/xieite/meta/seq_for.hpp,meta,seq_for.hpp,Documented,Generate index sequence,seq.hpp,Low,Complete,Documented in compile_time_utilities.md
include/xieite/meta/splice_tuple.hpp,meta,splice_tuple.hpp,Documented,Splice multiple tuples,None,Medium,Complete,Documented in type_manipulation.md
include/xieite/meta/state.hpp,meta,state.hpp,Documented,Compile-time mutable state,None,High,Complete,Documented in compile_time_utilities.md
include/xieite/meta/subtuple.hpp,meta,subtuple.hpp,Documented,Extract tuple subset,None,Medium,Complete,Documented in type_manipulation.md
include/xieite/meta/tuple_size.hpp,meta,tuple_size.hpp,Documented,Get tuple element count,None,Low,Complete,Documented in type_manipulation.md
include/xieite/meta/type_counter.hpp,meta,type_counter.hpp,Documented,Generate unique type IDs,None,Medium,Complete,Documented in compile_time_utilities.md
include/xieite/meta/type_id.hpp,meta,type_id.hpp,Documented,Type wrapper for manipulation,None,Low,Complete,Documented in type_manipulation.md
include/xieite/meta/type_list.hpp,meta,type_list.hpp,Documented,Compile-time type container,Multiple,High,Complete,Documented in type_manipulation.md
include/xieite/meta/type_name.hpp,meta,type_name.hpp,Documented,Get human-readable type name,None,Low,Complete,Documented in type_manipulation.md
include/xieite/meta/value_id.hpp,meta,value_id.hpp,Documented,Value wrapper for manipulation,None,Low,Complete,Documented in type_manipulation.md
include/xieite/meta/value_name.hpp,meta,value_name.hpp,Documented,Get human-readable value name,None,Low,Complete,Documented in type_manipulation.md
include/xieite/pp/and.hpp,pp,and.hpp,Documented,Boolean logic AND operation,bool;if,Medium,Verified,Conditional expansion implementing logical AND with short-circuit evaluation
include/xieite/pp/any.hpp,pp,any.hpp,Documented,Argument presence detection,None,Low,Verified,Detects if variadic arguments provided using __VA_OPT__ technique
include/xieite/pp/arch.hpp,pp,arch.hpp,Completed,CPU architecture detection,None,Medium,Verified,"x86, ARM, MIPS, PowerPC, RISC-V, WASM"
include/xieite/pp/arrow.hpp,pp,arrow.hpp,Completed,Core arrow macro definitions for concise functions,"each.hpp, eval.hpp, if.hpp, opt.hpp, paren.hpp, unwrap.hpp, wrapped.hpp",High,Verified,Comprehensive documentation with all 8 macros
include/xieite/pp/as.hpp,pp,as.hpp,Documented,Operator-based type casting,arrow;fwd,Medium,Verified,Custom ->* operator for static_cast syntax with perfect forwarding
include/xieite/pp/at.hpp,pp,at.hpp,Documented,Variadic argument indexing,cat,Very High,Verified,Access nth argument (0-256) using recursive descent pattern
include/xieite/pp/attr.hpp,pp,attr.hpp,Documented,Attribute detection utility,None,Medium,Verified,Detect and handle compiler-specific attributes
include/xieite/pp/bool.hpp,pp,bool.hpp,Documented,Boolean conversion macro,compl;not,Medium,Verified,Convert arbitrary values to preprocessor boolean using complement-NOT pattern
include/xieite/pp/call.hpp,pp,call.hpp,Documented,Conditional function invocation,None,Medium,Verified,Auto-parentheses for function calls based on argument presence
include/xieite/pp/cases.hpp,pp,cases.hpp,Documented,Case statement utility,None,Medium,Verified,Generate switch case statements from macro arguments
include/xieite/pp/cat.hpp,pp,cat.hpp,Documented,Token concatenation system,None,High,Verified,Comprehensive token pasting with forward/reverse and deferred expansion support
include/xieite/pp/check.hpp,pp,check.hpp,Documented,Probe detection utility,at,Medium,Verified,Extract second element from probe pattern for boolean detection
include/xieite/pp/cm.hpp,pp,cm.hpp,Documented,Comma manipulation utility,None,Low,Verified,Advanced comma handling in macro expansions
include/xieite/pp/comma.hpp,pp,comma.hpp,Documented,Comma token generator,None,Low,Verified,Simple utility to generate comma tokens in macro expansions
include/xieite/pp/compiler.hpp,pp,compiler.hpp,Completed,Compiler detection and version extraction (100+ compilers),None,High,Verified,Detects compiler type and version
include/xieite/pp/compl.hpp,pp,compl.hpp,Documented,Boolean complement macro,cat,Low,Verified,Bit flip operation using lookup table (0→1 | 1→0) 
include/xieite/pp/count.hpp,pp,count.hpp,Documented,Variadic argument counter,None,High,Verified,Count up to 256 arguments using argument shifting with __VA_OPT__ support
include/xieite/pp/debug.hpp,pp,debug.hpp,Documented,Debug mode detection,None,Low,Verified,Multi-framework debug detection (DEBUG|NDEBUG|_DEBUG)
include/xieite/pp/defer.hpp,pp,defer.hpp,Documented,Deferred expansion utility,None,Medium,Verified,Delay macro expansion for complex metaprogramming patterns
include/xieite/pp/del.hpp,pp,del.hpp,Documented,Deletion/consume utility,None,Low,Verified,Consume and discard macro arguments
include/xieite/pp/diagnostic.hpp,pp,diagnostic.hpp,Documented,Compiler diagnostic control,None,High,Verified,Cross-compiler diagnostic push/pop/disable system
include/xieite/pp/each.hpp,pp,each.hpp,Documented,,,,,
include/xieite/pp/eat.hpp,pp,eat.hpp,Documented,Argument consumption utility,None,Low,Verified,Consume variadic arguments without expansion
include/xieite/pp/encoding.hpp,pp,encoding.hpp,Documented,Text encoding detection,None,Medium,Verified,Detect and handle character encoding at compile time
include/xieite/pp/endian.hpp,pp,endian.hpp,Completed,Endianness detection,None,Low,Verified,"Little, Big, PDP endian detection"
include/xieite/pp/eval.hpp,pp,eval.hpp,Documented,,,,,
include/xieite/pp/feat.hpp,pp,feat.hpp,Documented,Feature detection system,compiler;diagnostic,Very High,Verified,Comprehensive compiler/platform feature detection (trigraphs|int types|floats)
include/xieite/pp/fn.hpp,pp,fn.hpp,Documented,Function name utility,None,Low,Verified,Extract or manipulate function names in macros
include/xieite/pp/for.hpp,pp,for.hpp,Documented,Advanced loop construct,diagnostic,Very High,Verified,Sophisticated macro-based loop with break detection and diagnostic control
include/xieite/pp/from.hpp,pp,from.hpp,Documented,Source extraction utility,None,Medium,Verified,Extract elements from macro argument lists
include/xieite/pp/fwd.hpp,pp,fwd.hpp,Documented,Perfect forwarding utilities,None,High,Verified,Universal reference forwarding with prvalue-aware variants
include/xieite/pp/has_attr.hpp,pp,has_attr.hpp,Documented,Attribute availability check,None,Medium,Verified,Check if compiler supports specific attributes (__has_attribute)
include/xieite/pp/has_declspec.hpp,pp,has_declspec.hpp,Documented,Declspec availability check,None,Medium,Verified,Check if compiler supports __declspec extensions
include/xieite/pp/has_incl.hpp,pp,has_incl.hpp,Documented,Include availability check,lang,Medium,Verified,Cross-standard __has_include detection (C++17/C23 compatible)
include/xieite/pp/if.hpp,pp,if.hpp,Documented,,,,,
include/xieite/pp/is_cxpr.hpp,pp,is_cxpr.hpp,Documented,Constexpr detection utility,None,Medium,Verified,Detect if expression can be evaluated in constexpr context
include/xieite/pp/keywords.hpp,pp,keywords.hpp,Documented,Extended operator keywords,arrow;fwd,Very High,Verified,Comprehensive logical/bitwise operator extensions (nand|nor|xnor|imply|etc)
include/xieite/pp/lang.hpp,pp,lang.hpp,Documented,Language version detection,None,Very High,Verified,Multi-language version detection (C/C++/CUDA/GLSL/HLSL/Metal/Obj-C/PSSL)
include/xieite/pp/lift.hpp,pp,lift.hpp,Documented,Function lifting utility,None,Medium,Verified,Lift functions into higher-order contexts
include/xieite/pp/no_unix.hpp,pp,no_unix.hpp,Documented,Unix exclusion guard,None,Low,Verified,Exclude code compilation on Unix-like systems
include/xieite/pp/no_windows.hpp,pp,no_windows.hpp,Documented,Windows exclusion guard,None,Low,Verified,Exclude code compilation on Windows systems
include/xieite/pp/none.hpp,pp,none.hpp,Documented,Empty/none utility,None,Low,Verified,Represent empty or null values in macro contexts
include/xieite/pp/not.hpp,pp,not.hpp,Documented,Boolean negation macro,check;cat;probe,Medium,Verified,Logical NOT using probe technique with DETAIL_XIEITE_NOT_0 specialization
include/xieite/pp/obj.hpp,pp,obj.hpp,Documented,Object manipulation utility,None,Medium,Verified,Manipulate object-like macro definitions
include/xieite/pp/obstruct.hpp,pp,obstruct.hpp,Documented,Expansion obstruction utility,None,Medium,Verified,Block or control macro expansion timing
include/xieite/pp/opt.hpp,pp,opt.hpp,Documented,,,,,
include/xieite/pp/or.hpp,pp,or.hpp,Documented,Boolean logic OR operation,bool;if,Medium,Verified,Conditional expansion implementing logical OR with short-circuit evaluation
include/xieite/pp/out.hpp,pp,out.hpp,Documented,Output parameter utility,None,Medium,Verified,Handle output parameters in macro functions
include/xieite/pp/paren.hpp,pp,paren.hpp,Documented,,,,,
include/xieite/pp/platform.hpp,pp,platform.hpp,Completed,Comprehensive platform detection (200+ platforms),None,High,Verified,Detects platform type and version
include/xieite/pp/pragma.hpp,pp,pragma.hpp,Documented,Pragma directive utility,None,Medium,Verified,Cross-compiler pragma directive generation
include/xieite/pp/probe.hpp,pp,probe.hpp,Documented,Probe pattern utility,None,Low,Verified,Create probe pattern '_x 1` for detection-based boolean logic
include/xieite/pp/repeat.hpp,pp,repeat.hpp,Documented,Repetition utility,None,High,Verified,Repeat macro expansions specified number of times
include/xieite/pp/restrict.hpp,pp,restrict.hpp,Documented,Restrict keyword utility,None,Low,Verified,Cross-compiler restrict keyword support
include/xieite/pp/ret_struct.hpp,pp,ret_struct.hpp,Documented,Return structure utility,None,Medium,Verified,Generate return structures for multiple values
include/xieite/pp/reverse.hpp,pp,reverse.hpp,Documented,Argument reversal utility,None,High,Verified,Reverse order of variadic macro arguments
include/xieite/pp/revive.hpp,pp,revive.hpp,Documented,Revival/restoration utility,None,Medium,Verified,Restore or revive macro definitions
include/xieite/pp/scan.hpp,pp,scan.hpp,Documented,Scanning utility,None,Medium,Verified,Scan and process macro argument patterns
include/xieite/pp/seq.hpp,pp,seq.hpp,Documented,Sequence generation utility,None,High,Verified,Generate numeric or token sequences in macros
include/xieite/pp/signature.hpp,pp,signature.hpp,Documented,Function signature utility,None,Medium,Verified,Extract or generate function signatures
include/xieite/pp/static_assert.hpp,pp,static_assert.hpp,Documented,Enhanced static assertion,None,Medium,Verified,Improved static_assert with better error messages
include/xieite/pp/stdlib.hpp,pp,stdlib.hpp,Documented,Standard library detection,None,Medium,Verified,Detect and handle standard library features
include/xieite/pp/str.hpp,pp,str.hpp,Documented,String conversion macro,None,Low,Verified,Stringify with proper macro expansion using # operator
include/xieite/pp/typeof.hpp,pp,typeof.hpp,Documented,Type extraction utility,None,Medium,Verified,Cross-compiler typeof/decltype support
include/xieite/pp/unix.hpp,pp,unix.hpp,Documented,Unix platform detection,None,Low,Verified,Detect Unix-like operating systems
include/xieite/pp/unreach.hpp,pp,unreach.hpp,Documented,Unreachable code utility,None,Low,Verified,Mark unreachable code paths for optimization
include/xieite/pp/until.hpp,pp,until.hpp,Documented,Until loop construct,None,Medium,Verified,Until-style loop macro (complement to while)
include/xieite/pp/unwrap.hpp,pp,unwrap.hpp,Documented,,,,,
include/xieite/pp/ver.hpp,pp,ver.hpp,Documented,Version comparison utility,None,Medium,Verified,Compare version numbers in preprocessor
include/xieite/pp/word.hpp,pp,word.hpp,Documented,Word manipulation utility,None,Low,Verified,Manipulate word-like tokens in macros
include/xieite/pp/wrap.hpp,pp,wrap.hpp,Documented,Wrapping utility,None,Medium,Verified,Wrap expressions with parentheses or other tokens
include/xieite/pp/wrapped.hpp,pp,wrapped.hpp,Documented,,,,,
include/xieite/sys/aligned_bzero.hpp,sys,aligned_bzero.hpp,Documented,Aligned memory zeroing,None,Low,Complete,Documented in system_utilities.md
include/xieite/sys/aligned_memcpy.hpp,sys,aligned_memcpy.hpp,Documented,Aligned memory copy,None,Low,Complete,Documented in system_utilities.md
include/xieite/sys/aligned_memmove.hpp,sys,aligned_memmove.hpp,Documented,Aligned memory move,None,Low,Complete,Documented in system_utilities.md
include/xieite/sys/aligned_memset.hpp,sys,aligned_memset.hpp,Documented,Aligned memory set,None,Low,Complete,Documented in system_utilities.md
include/xieite/sys/available_mem.hpp,sys,available_mem.hpp,Documented,Get available memory,Platform-specific,Medium,Complete,Documented in system_utilities.md
include/xieite/sys/detect_cosmic_ray.hpp,sys,detect_cosmic_ray.hpp,Documented,Detect memory bit flips,None,Medium,Complete,Documented in system_utilities.md
include/xieite/sys/exec.hpp,sys,exec.hpp,Documented,Execute system command,file_pipe.hpp,Medium,Complete,Documented in system_utilities.md
include/xieite/sys/exit.hpp,sys,exit.hpp,Documented,Program termination,None,Low,Complete,Documented in system_utilities.md
include/xieite/sys/nproc.hpp,sys,nproc.hpp,Documented,Get processor count,Platform-specific,Low,Complete,Documented in system_utilities.md
include/xieite/sys/page_mem.hpp,sys,page_mem.hpp,Documented,Get page size,Platform-specific,Low,Complete,Documented in system_utilities.md
include/xieite/sys/process_result.hpp,sys,process_result.hpp,Documented,Process execution result,process_status.hpp,Low,Complete,Documented in system_utilities.md
include/xieite/sys/process_status.hpp,sys,process_status.hpp,Documented,Process exit status,None,Low,Complete,Documented in system_utilities.md
include/xieite/sys/segfault.hpp,sys,segfault.hpp,Documented,Trigger segmentation fault,None,Low,Complete,Documented in system_utilities.md
include/xieite/sys/shredder.hpp,sys,shredder.hpp,Documented,Secure memory erasure,None,Medium,Complete,Documented in system_utilities.md
include/xieite/sys/stopwatch.hpp,sys,stopwatch.hpp,Documented,High-precision timing,chrono,Medium,Complete,Documented in system_utilities.md
include/xieite/sys/thread_id.hpp,sys,thread_id.hpp,Documented,Thread identification,thread,Low,Complete,Documented in threading_utilities.md
include/xieite/sys/thread_interval.hpp,sys,thread_interval.hpp,Documented,Periodic thread execution,thread,Medium,Complete,Documented in threading_utilities.md
include/xieite/sys/thread_loop.hpp,sys,thread_loop.hpp,Documented,Continuous thread execution,thread,Medium,Complete,Documented in threading_utilities.md
include/xieite/sys/thread_pool.hpp,sys,thread_pool.hpp,Documented,Thread pool with work queue,thread/future,High,Complete,Documented in threading_utilities.md
include/xieite/sys/thread_timeout.hpp,sys,thread_timeout.hpp,Documented,Thread execution with timeout,thread/chrono,Medium,Complete,Documented in threading_utilities.md
include/xieite/sys/total_mem.hpp,sys,total_mem.hpp,Documented,Get total system memory,Platform-specific,Low,Complete,Documented in system_utilities.md
include/xieite/trait/add_c.hpp,trait,add_c.hpp,Documented,Add const qualifier to type,None,Low,Verified,Type alias for const T
include/xieite/trait/add_c_referent.hpp,trait,add_c_referent.hpp,Documented,Add const to what reference refers to,None,Medium,Verified,Unique to XIEITE - modifies referent not reference
include/xieite/trait/add_clref.hpp,trait,add_clref.hpp,Documented,Add const + lvalue reference to type,"add_c.hpp, add_lref.hpp",Low,Verified,Composite type modifier
include/xieite/trait/add_cref.hpp,trait,add_cref.hpp,Documented,Add const + generic reference to type,"add_c.hpp, add_ref.hpp",Medium,Verified,Generic reference with const
include/xieite/trait/add_crref.hpp,trait,add_crref.hpp,Documented,Add const + rvalue reference to type,"add_c.hpp, add_rref.hpp",Low,Verified,Composite type modifier
include/xieite/trait/add_cv.hpp,trait,add_cv.hpp,Completed,Add const volatile qualifiers to type,"add_c.hpp, add_v.hpp",Low,Verified,Composition of add_c and add_v
include/xieite/trait/add_cvlref.hpp,trait,add_cvlref.hpp,Documented,Add const volatile + lvalue reference to type,"add_cv.hpp, add_lref.hpp",Low,Verified,Composite type modifier
include/xieite/trait/add_cvref.hpp,trait,add_cvref.hpp,Documented,Add const volatile + generic reference to type,"add_cv.hpp, add_ref.hpp",Medium,Verified,Generic reference with CV
include/xieite/trait/add_cvrref.hpp,trait,add_cvrref.hpp,Documented,Add const volatile + rvalue reference to type,"add_cv.hpp, add_rref.hpp",Low,Verified,Composite type modifier
include/xieite/trait/add_lref.hpp,trait,add_lref.hpp,Documented,Add lvalue reference to type,<type_traits>,Low,Verified,Uses std::add_lvalue_reference_t
include/xieite/trait/add_lref_referent.hpp,trait,add_lref_referent.hpp,Documented,Convert referent to lvalue reference,None,Medium,Verified,Changes what reference points to
include/xieite/trait/add_noex_referent.hpp,trait,add_noex_referent.hpp,Documented,Add noexcept to function referent,None,High,Verified,For function reference types
include/xieite/trait/add_ptr.hpp,trait,add_ptr.hpp,Documented,Add pointer level to type,<type_traits>,Low,Verified,Uses std::add_pointer_t
include/xieite/trait/add_ref.hpp,trait,add_ref.hpp,Documented,Add reference based on second type's reference category,"cp_lref.hpp, cp_rref.hpp",Medium,Verified,Generic reference addition utility
include/xieite/trait/add_ref_referent.hpp,trait,add_ref_referent.hpp,Documented,Add reference to referent based on source type category,"add_lref_referent.hpp, add_rref_referent.hpp, is_lref_referent.hpp, is_rref_referent.hpp",High,Verified,Complex conditional referent modification
include/xieite/trait/add_rref.hpp,trait,add_rref.hpp,Documented,Add rvalue reference to type,<type_traits>,Low,Verified,Uses std::add_rvalue_reference_t
include/xieite/trait/add_rref_referent.hpp,trait,add_rref_referent.hpp,Documented,Convert referent to rvalue reference,None,Medium,Verified,Changes what reference points to
include/xieite/trait/add_v.hpp,trait,add_v.hpp,Documented,Add volatile qualifier to type,None,Low,Verified,Type alias for volatile T
include/xieite/trait/add_v_referent.hpp,trait,add_v_referent.hpp,Documented,Add volatile to what reference refers to,None,Medium,Verified,Unique to XIEITE - modifies referent not reference
include/xieite/trait/add_variadic_referent.hpp,trait,add_variadic_referent.hpp,Documented,Add variadic args to function referent,"meta/type_id.hpp, cp_cvref.hpp, rm_cvref.hpp",High,Verified,Comprehensive function type variadic addition
include/xieite/trait/add_vlref.hpp,trait,add_vlref.hpp,Documented,Add volatile + lvalue reference to type,"add_v.hpp, add_lref.hpp",Low,Verified,Composite type modifier
include/xieite/trait/add_vref.hpp,trait,add_vref.hpp,Documented,Add volatile + generic reference to type,"add_v.hpp, add_ref.hpp",Medium,Verified,Generic reference with volatile
include/xieite/trait/add_vrref.hpp,trait,add_vrref.hpp,Documented,Add volatile + rvalue reference to type,"add_v.hpp, add_rref.hpp",Low,Verified,Composite type modifier
include/xieite/trait/as_c.hpp,trait,as_c.hpp,Documented,Cast to const using const_cast,add_c.hpp,Low,Verified,Functional const casting utility
include/xieite/trait/as_cv.hpp,trait,as_cv.hpp,Documented,Cast to const volatile using const_cast,add_cv.hpp,Low,Verified,Functional const volatile casting utility
include/xieite/trait/as_not_c.hpp,trait,as_not_c.hpp,Documented,Remove const using const_cast,rm_c.hpp,Low,Verified,Functional const removal utility
include/xieite/trait/as_not_cv.hpp,trait,as_not_cv.hpp,Documented,Remove const volatile using const_cast,rm_cv.hpp,Low,Verified,Functional const volatile removal utility
include/xieite/trait/as_not_v.hpp,trait,as_not_v.hpp,Documented,Remove volatile using const_cast,rm_v.hpp,Low,Verified,Functional volatile removal utility
include/xieite/trait/as_v.hpp,trait,as_v.hpp,Documented,Cast to volatile using const_cast,add_v.hpp,Low,Verified,Functional volatile casting utility
include/xieite/trait/collapse_ref.hpp,trait,collapse_ref.hpp,Documented,Reference collapsing utility for perfect forwarding,"cp_cvlref.hpp, add_rref.hpp",Medium,Verified,Perfect forwarding reference collapse
include/xieite/trait/cp_c.hpp,trait,cp_c.hpp,Documented,Copy const qualifier from source type to target,"set_c.hpp, is_c.hpp",Low,Verified,Conditional const qualification
include/xieite/trait/cp_c_referent.hpp,trait,cp_c_referent.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_clref.hpp,trait,cp_clref.hpp,Documented,Copy const + lvalue reference from source to target,"cp_c.hpp, cp_lref.hpp",Low,Verified,Composite copy operation
include/xieite/trait/cp_cp_assign.hpp,trait,cp_cp_assign.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_cp_ctor.hpp,trait,cp_cp_ctor.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_cref.hpp,trait,cp_cref.hpp,Documented,Copy const + generic reference from source to target,"cp_c.hpp, cp_ref.hpp",Medium,Verified,Generic reference copy with const
include/xieite/trait/cp_crref.hpp,trait,cp_crref.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_cv.hpp,trait,cp_cv.hpp,Documented,Copy const and volatile qualifiers from source to target,"cp_c.hpp, cp_v.hpp",Low,Verified,Composite CV qualifier copying
include/xieite/trait/cp_cvlref.hpp,trait,cp_cvlref.hpp,Documented,Copy const volatile + lvalue reference from source to target,"cp_cv.hpp, cp_lref.hpp",Low,Verified,Composite copy operation
include/xieite/trait/cp_cvref.hpp,trait,cp_cvref.hpp,Documented,Copy const volatile + generic reference from source to target,"cp_cv.hpp, cp_ref.hpp",Medium,Verified,Generic reference copy with CV
include/xieite/trait/cp_cvrref.hpp,trait,cp_cvrref.hpp,Documented,Copy const volatile + rvalue reference from source to target,"cp_cv.hpp, cp_rref.hpp",Low,Verified,Composite copy operation
include/xieite/trait/cp_default_ctor.hpp,trait,cp_default_ctor.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_lref.hpp,trait,cp_lref.hpp,Documented,Copy lvalue reference qualifier from source to target,"is_lref.hpp, set_lref.hpp",Low,Verified,Conditional lvalue reference qualification
include/xieite/trait/cp_lref_referent.hpp,trait,cp_lref_referent.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_mv_assign.hpp,trait,cp_mv_assign.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_mv_ctor.hpp,trait,cp_mv_ctor.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_noex_referent.hpp,trait,cp_noex_referent.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_ptr.hpp,trait,cp_ptr.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_ref.hpp,trait,cp_ref.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_ref_referent.hpp,trait,cp_ref_referent.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_rref.hpp,trait,cp_rref.hpp,Documented,Copy rvalue reference qualifier from source to target,"is_rref.hpp, set_rref.hpp",Low,Verified,Conditional rvalue reference qualification
include/xieite/trait/cp_rref_referent.hpp,trait,cp_rref_referent.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_v.hpp,trait,cp_v.hpp,Documented,Copy volatile qualifier from source to target,"add_v.hpp, is_v.hpp, rm_v.hpp",Low,Verified,Conditional volatile qualification using std::conditional_t
include/xieite/trait/cp_v_referent.hpp,trait,cp_v_referent.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_variadic_referent.hpp,trait,cp_variadic_referent.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_vlref.hpp,trait,cp_vlref.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_vref.hpp,trait,cp_vref.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/cp_vrref.hpp,trait,cp_vrref.hpp,Completed,Copy type properties from source to target type,Uses is_*|set_*|std::conditional_t patterns),Medium,Verified,Documented in modification.md - Advanced Copy Operations section
include/xieite/trait/get_fn_args.hpp,trait,get_fn_args.hpp,Completed,Type introspection and property extraction utility,"type_id.hpp, rm_cvref.hpp, template specialization patterns",High,Verified,Documented in concepts.md - Type Introspection Utilities section
include/xieite/trait/get_fn_ret.hpp,trait,get_fn_ret.hpp,Completed,Type introspection and property extraction utility,"type_id.hpp, rm_cvref.hpp, template specialization patterns",High,Verified,Documented in concepts.md - Type Introspection Utilities section
